228	SBR Enterprises.,	Tirupur	Tamil Nadu	 Mr. Saravanan	0421 4328809 / 9362221598	sbrenterprises09@gmail.com	33AFPPB3603L1ZM	SBR Enterprises.,No. 14A-3rd Street, Kongu Nagar,	Tirupur, Tamilnadu	641 607
229	Selvamani	Namakkal	Tamil Nadu	Mr. Bharanidharan	9965151512	dharanbharani007@icloud.com	URP	Near Essar Petrol Bunk,, Rasipuram-Tiruchengode Main Road,, Andagalore Gate, Rasipuram, Mr. Bharanidharan - 9965151512	Namakkal, Tamilnadu	637408
230	Seven Greens Solar Systems Pvt Ltd	Silvassa	Maharashtra	Bhushan -	9767601848		27AAQCS0641G1Z9	Seven Greens Solar Systems Pvt. Ltd., No: 3/34, Shree Ram Chs,Bldg No 1, MHB Colony, Khernagar, Opp Daulat Nagar,Bandra-East, 	Mumbai, Maharashtra	400051
231	Shashwat Cleanth Pvt Ltd.	Ahmadabad	Gujarat	Prasad Dongwar :	 98244 38884 | 079-40022224	purchase@shashwatcleantech.com; accounts2@shashwatcleantech.com	24AALCS6081K1ZX	Shashwat Cleanth Pvt Ltd., First Floor, A/7, Safal Profitaire,Corporate Road, Nr. Prahladnagar Garden,	Ahmedabad, Gujarat	380015
232	Shivakumar S R	Devangere 	karnataka	NA	NA	NA	29AWIPS6237P1ZI	Shivakumar S R ,  Eminent  Tower, Dental Collage Road, 	Devangere, Karnataka	577004
233	Shri Ganesh Enterprises	Jalna	Maharashtra	Mr. Chandan Lavhade - 9423158298	Mr. Chandan Lavhade - 9423158298	shriganeshenterprisesjln@gmail.com 	27ACTPL1470E1ZH	Shri Ganesh Enterprises ,  Biharilal Nagar, Nr Hotel Amit, Deulgoan Raja Road,	Jalna	431 203
234	Simba Solar Solutions	Ernakulam	Kerala	 Serin, Cell: 9633966228	9633966228	simba.financemanager@gmail.com	32ABCCS2698L1ZY	Simba Solar Solutions Pvt Ltd, 176/ 23, D2, PBA Arcade, HMT Road Kalamassery, 	Kochi	683104
235	Siret Energy Engineering Pvt Ltd	Kotayam	Kerala	Mr. Seby Manavalan	8289938301	sales@siretenergy.com	32ABBCS8296B1ZE	Mr. Seby Manavalan, Nilgiris Supermarket, Ettumanoor PO, Cell: 8289938301 , 	Kottayam District, Kerala	686631
236	Sjaar Infrastructure Pvt Ltd	Bhuvaneshwar	Odissa	 Mr. Sanjeev	9040005874 & 9437005874	NA	21ABCCS9170M1Z2	Sjaar Infrastructure Pvt Ltd, DCB-525, Dlf Info Park, Chandrasekharpur, Chandaka Indistrial Estate,	 Bhubaneshwar, Odisha	751024
237	RG Clean Energy Co	Khopoli	Maharashtra	 Nitin Kholi 7030229299	7030229299	nitin@rgcec.com	27AAYFR0446B1Z3	RG Clean Energy Co ,  1st Floor, Above Celebration Hotel, Jakhotiya Arcade, Shilpahata Khopoli, 	Maharashtra	410203
238	Sky ray Solar	Nagpur	Maharashtra	Mr. Lokesh Nandanwar	9096010191	lokeshnandanwar@skyrayssolar.com		#N/A		
239	Smart Roof Solar Solutions Pvt.Ltd	GOPALPUR	Chandigarh	Avnish Verma, 85060 56789	9810179013	 avnish@gosmartroof.com	06AAVCS6215R1ZF	PP Singhal , Smart Roof Solar Solutions Pvt.Ltd , No. 2315/23D, Rajiv Nagar, , Old Delhi-Gurgaon Road, 8506056789	Gurgaon, Haryana	122001
240	Smart Solar Energy Experts	Akola	Maharashtra	Karthik	9545556043	kartikingle03@gmail.com; smartsolarenergyexperts@gmail.com	27AEAPI8560H1ZG	Smart Solar Energy Experts ,  Kartik Ingle, Opp Petrol Pump, Chhoti Umari, 	Akola, Maharashtra	444005
241	Smart Solar Homes	Trivandram	Kerala	Alan Babu 	91-9946554540/9846465454	alan@smartsolarglobal.com	32AXGPB2240N1ZT	Thiruvathira, Kottamughal, Nalanchira P.O, 	Thiruvananthapuram, Kerala	695015
242	SN SUN POWER INDIA PVT LTD	Coimbatore	Tamil Nadu	T. Saravanan/ Nirmala	9659548833	snsunpower@gmail.com	33AAVCS4531Q1ZL	SN SUN POWER INDIA PVT LTD, 6/70A SELAKKARICHAL, SULUR,	 Coimbatore, Tamil Nadu	641658
243	Sobha Classic & Sobha Eternia Apartment Owners Association	Bangalore 	Karnataka	Mr Srijith -	 77609 84795	gsreeji@yahoo.com	29AANAS2247R1ZJ	Sobha Classic & Sobha Eternia Apartment Owners Association ,  Haralur  Road , off Sarjapur Road ,	Bangalore	 560 102
244	SOFS Clean Energy Private Limited	Anna Nagar East, Chennai	Tamil Nadu	Fredrick 	9952992555	fredrick@solarforschools.co.uk	33AAZCS1402J1Z7	SOFS Clean Energy Pvt Ltd, No.1/5, (30B/5), 1st Avenue, K Block, Anna Nagar East,	Chennai, Tamilnadu	600102
245	Solar Green Solution	vellore	Tamil Nadu	Contact No: Murali 	Contact No: Murali - +91 9600861601	sales@solargreensolutions.in	33AEEFS3862A1ZD	Solar Green Solution ,  No.6, Patel Road, Perambur,	Chennai	600 011
246	Solar Hub	Ernakulam	Kerala	George Varghese	9061348081	solarhubkochi@gmail.com	32AEEFS4942P1ZL	Solar Hub ,  No. 4/69D, Palal Building, Athani In, Thiruvaniyoor,	 Ernakulam, Kerala	682308
247	Sauryaputra Solar			Mr. Rajendra Laddha	9422279346			#N/A		
248	Prabhatkiran Sustainable Energy Pvt Ltd	Jalna	Maharashtra	Mr. Mayur	9423844451	accounts@prabhatkiranenergy.com	27AAJCP3301K1ZF	Prabhatkiran Sustainable Energy Pvt Ltd, No. 4, Jeeval Residency, Sakalecha Nagar, 	Jalna, Maharashtra	431 203
249	Sauryouth Enterprises	Nazhik	Maharashtra	Ms. Kshitija Ruikar	8855990916	enquiry@sauryouth.co.in	27APYPT4603F1ZE	Sauryouth Enterprises ,  Ground Floor Adisha Appartment, Khanderao Colony,Near Arambh Clinic, Just Near Ramdass Garden,Canada Corner, 	Nashik Maharashtra	422009
250	Solar Quest LLP	Ajmer	Rajasthan	Pranjal Dhariwal : 9600080961	Pridivraj : 9597706503, 9828661615	pranjal@solarquest.in	08ACJFS2440R2ZH	Pranjal Dhariwal , Solar Quest LLP , Shubh, Police Lines First Crossing , GOKHLE MARG, AJMER , 9600080961	RAJASTHAN	305001
251	SOLAR SQUARE ENERGY PVT LTD	Bhopal 	Madhya Pradhesh	Mr. Sujeet singh 9004334748	Mr. Sujeet singh 9004334748	bijan@solarsquare.in	27AAVCS8269F1ZI	Head Office G3 -B Wing Het Kunj, VP Road, Andheri West, 	Mumbai	400 058
252	Solarhub (PB)	Punjab	Punjab	Mr.Karan - 7018126770, 7696363183	7018126770, 7696363183	Solarhubcompany@yahoo.com	03GBLPK5300P1ZG	Solarhub (PB) ,  Phagwara Road, Opppsite Moga Sokra Pharmacy, Hoshiarpur, Hoshiarpur, 	Punjab	146001
253	Solarryte	Cuttuck	Odissa	Mr. Uday Kumar Reddy	7358258385	uday.reddy@solaryte.com		#N/A		
254	SOLECO ENERGY PVT LTD	Kochi	Kerala	Winson Mammen : 9447281085	Safia:8075669609	 admin@soleco.in	32ABCCS6458E1ZF	SOLECO ENERGY PVT LTD ,  No. 51/537©,First Floor,Highway Arcade, Victor Leenus Lane, Thykoodam,, Vytilla PO,	 Kochi, Kerala	682019
255	Soleden Power Private Limitd	Alwar	Rajasthan	Saurabh Sethi,	7014545283	saurabhsethi@soleden.in	08AAYCS6030P1ZF	Soleden Power Private Limitd, No. A - 154 Hosan Khan Mewat Nagar, Alwar,  	Rajasthan	301 001
256	Soleos Solar Energy	Rakhiyal	Gujarat	Mr. Aniket Rangholia	9033018903	aniket@soleos.in	GST NO. 36AATFK7558C1ZV.	#H-412,Sumel Business Park 7, Nr. Soni Ni Chali BRTS Bus Stand, Rakhiyal,	Ahmedabad	380023
257	SOLIS IMPERIUM LLP	Pune	Maharashtra	Mr.Atul Pawar	7304789696	amppower2u@hotmail.com ; ramharitapare95@gmail.com	27BIOPT7648L1Z5	SOLIS IMPERIUM LLP ,  ShivPushpa, 35-8 near PMT Colony, Mohan Nagar, RajgadToranaChowk, 	Dhankawadi, Pune	411043
258	Sologics India LLP	Jaipur	Rajasthan	Mr Rajesh Maloo- 9001899170	Mr Mansukh-  93526 83363	 <sologicsindia@gmail.com>Rajesh Maloo <rajeshmaloo29@gmail.com>	08ADAFS4896B1ZY	Mr Rajesh Maloo ,Sologics India LLP ,32-33, Garg Building, Vidhyut Nagar B,Near DCM, Ajmer Road , 9001899170 ,	Jaipur 	302021
259	Solray Solutions LLP	Assagoa	Goa	Ms Sandhya- 	95974 34426	sandhya@solraysolutions.com	30ADGFS0210D1Z1	Solray Solutions LLP ,  274-A, Satyam,, Pedem Road,, Mapusa, 	Goa	403507
260	Somani Solar	Nagpur	Maharashtra	NA	8766452120	SOMANISOLAR1@GMAIL.COM	27ADRFS6274N1Z0	Somani Solar, Infront of Gondwana Vikas Mandal,,Near Tukdoji Putla, 	Nagpur, Maharashtra	440024
261	Soorya Solar Systems	Udupi	karnataka	Mr.Shreesha Hedge	9379799111   ,8618717938	shreeshahegde@ymail.com	29AOZPH6154B1ZL 	3-91 Kajaragutthu, Hiriyadaka Post , Udupi, Shreesha Hedge - 9379799111, 8618717938	 Karnataka, India	576113
262	Sootless Energy Private Limited	Sriperumbudur Taluk, Irungattukottai	Tamil Nadu	Dinesh Kumar	7358559826	info@sootlessenergy.com	33AAVCS9012N1ZP	Chennai – Bangalore Highway, Opposite to Hyundai Motors,, Sriperumbudur Taluk, Irungattukottai, Dinesh Kumar : 7358559826	Tamil Nadu	602117
263	Southern Energy Development Corporation Limited	Kanchipuram 	Tamil Nadu	Mr.Sudhakar	8056481373	arunkumarn@cumi.murugappa.com	33AAECS3210R2Z9	Southern Energy Development Corporation Ltd, No.43, Parry House, Moore Street,	 Chennai,  Tamil Nadu	600001
264	Sri Aurobindo Ashram Ttrust	Pondicherry	Pondicherry	Mr.Sandeepan	9597541625		34AAATS2408L1ZJ	Sri Aurobindo Ashram Ttrust, 	Pondicherry	605001
265	Srikanth Chandrasekar	Chennai 	Tamil Nadu	Mr.Mohan -	7397555762		URP	Mr.Srikanth Chandrasekar, 90/2, 9th South Cross Street,Kapaliswarar Nagar,  Neelangarai,	Chennai, Tamilnadu	600 041
266	Srinath Engineerings	Chandrapur 	Maharashtra	NA	7447445082, 9923012344	shrinath.acnts@gmail.com	27AKUPD4811C1ZC	Old Padoli, Near Pratap Yard, Chota Nagpur Road, 7447445082, 9923012344	Chandrapur, Maharashtra	442406
267	SSK Enterprises	AHMEDNAGAR	Maharashtra	Satish Kakani - 	9422224241	adityasolar12@gmail.com	27AKVPK8549H1ZB	SSK Enterprises, 2420, Dalmandai, Opposite To Merchant Bank,	 Ahmednagar, Maharashtra	414001
268	Solar Era			Mr. Srinivas	8073382567			#N/A		
269	Standard Engineering Company	Pune	Maharashtra	Chirag Pungaliya	9822036780	shreyarpradeep@gmail.com; chirag@sunbeam.net	27ABBFS7631R1ZH	Standard Engineering Company, 131/7B, Hadapsar Industrial Estate,Near Silver Jubilee Motors,	Pune, Maharastra	411013
270	Stergy Cleantech Pvt Ltd	Cochin	Kerala	Mr. Jithu, 81368 97316	81368 97316	accounts@stergycleantech.com	32AAYCS8836K1ZG	Stergy Cleantech Pvt Ltd ,  Building No:12/16, Arattuvazhy Ward, Alappuzha,	 Kerala IN, Kerala	688007
271	Sugatu Infra Pvt Ltd	Nagpur	Maharashtra	 Devendra. Nedeem Kazi	8104914827; 7906470871	hshringi@sudatu.net	27ABBCS0023N1ZF	Mr.Nedeem Kazi , Sugatu Infra Pvt Ltd , Sugatu Infra Pvt Ltd the Playce, , 1st Floor Marathon Maxima, LBS Road, ,  Mulund West , 8104914827	Mumbai, Maharashtra	400 080
272	Sugatu Infra Pvt Ltd (GJ)	Gujarat	Gujarat	Hemant Sarangi	79770 44390	sales@sugatu.net	24ABBCS0023N1ZL	Sugatu Infra Pvt Ltd (GJ) ,  15-A/B, Shah Industrial Park-2,, Lamdapura Road, Manjusar, Savli,	 Vadodara, Gujarat 	391775
273	Sun Best	Tirunelveli 	Tamil Nadu	Rajesh : 	9994094400		33AGVPP4222E1ZE	Sun Best ,  238 / 10, Nehru Ji Road, Valli Nagar, 	Theni, Tamilnadu	625531
274	Sun Ray Products Pvt Ltd	Mangalore	Karnataka	Mr. Reji Sebastian	9538010100	"	sunraypowersol@gmail.com,
contact@sunraysol.com"	29ABCCS5572K2ZR	Sun Ray Products Pvt Ltd, Bejai Church Complex, Bejai ,	 Mangalore, Karnataka	575 004
275	Sun Trop Solar Pvt Ltd	Bangalore 	Karnataka	Neha : 9606621113, Office - 080 23119520	Neha : 9606621113, Office - 080 23119520	ankitjain@suntropsolar.com	29AASCS1914L1ZQ	Ms.Neha Bothra , No.31, 9th Main 4th Cross , RPC Layout Vijayanagar , 	Bangalore	560 040
276	Sun World Solar Systems	Thodupuzha 	Kerala	Baby Mathew 9745697444	9745697444	info@sunworldsolar.com	32AUKPS4959G1Z7	Mr. Baddy Martin , Reecco Energy India Pvt ltd , No.IV/219,B4, Pala Road, , Chunkam, Kolani P.O , 9745697444	Thodupuzha , Kerala	685608
277	Sundigo Solar 	Lucknow	Uttarpradhesh	Mr. Nishant Agarwal	8173901023	commercial@sundigosolar.com		#N/A		
278	Suninfra Energies Pvt.Ltd	 Malegaon	Maharashtra	Khalid Malik SunInfra :	 93708 30887	durgesh@suninfra.co.in	27AAWCS9843C1ZP	Suninfra Energies Pvt.Ltd ,  10 Pritam Society,, Opp. State Bank Of India, 	Malegaon	423203
279	Sunmeister Energy Pvt. Ltd (OPC)	Chennai 	Tamil Nadu	Saswat Das	9884423493	saswat.das@sunmeister.in,	33AAUCS7563B1Z3	No. 34 , I phase , Wood Creek County, Nandambakkam St.Thomas Mount,	 Chennai, Tamilnadu 	600016
280	Sunovative Private Limited	Rajeev Gandhi Nagar, Kota	Rajasthan	Mr Anubhav	9680597890	anubhav@sunovative.in	08AAXCS5196F1ZK	276 Rajeev Gandhi Nagar, Kota, 	Rajasthan	
281	Sunplug Energy	Maharashtra	Maharashtra	Mr. Vaibhav Singh 	9923427700	Sunplugenergy@gmail.com	27ADLFS6065K1ZF	Sunplug Energy , C/o Sitara Hotel, Bapat Nagar,Nagpur Road, 	Chandrapur, Maharashtra	442401
282	Sunray Solar			Mr. Raju	8788697659	sunraypowersol@gmail.com 		#N/A		
283	Sunrise Corporation	Jalgaon	Maharashtra	Mr. Rajendra Laddha 	7020599824	suryaputrasystems@gmail.com	27AAAHL6045C1ZK	Sunrise Corporation ,  20, Kailash Building ,, Panjarapole Complex, Neri Naka,	 Jalgaon, Maharashtra	425001
284	Sunrise Enterprises	Maharashtra	Maharashtra	Mr. Yash - +919370355355	Mr. Yash - +919370355355	nadeem.tspl@gmail.com	27CBLPK4488E1ZA	Sunrise Enterprises ,  Ratan Nagar, Mankapur, 	Nagpur, Maharashtra	440030
285	Sunshine Solar	Pune	Maharashtra	Mr. Sachin Sangle	9623177366	sangle.sachin1@gmail.com	27BKAPS0630R1ZS	Sunshine Solar ,  Wafgaon Road,Rajgurunagar, 	Pune, Maharashtra, India	410505
286	Soura Vidyut			Mr. Vinay raj	7795237267	vinay@sauravidyut.in		#N/A		
287	Sunshot Technologies Private Limited	Pune	Maharashtra	Mr. Atul L Pakhale	9970473371	atul.pakhale@sunshot.in	27AAICA8224D1ZU	B-312,G O Square, Wakad-Hinjewadi Road, Wakad, 	Pune, Maharashtra	411057
288	Sunson Energy Devices Pvt Ltd	Haryana	Haryana	Ms. Arshi 	9971930808	Arshi@sunsonenergy.com	07AABCS8078E1Z7	Sunson Energy Devices Pvt Ltd(UP), E-12 Sector  3 Noida, Alaknanda, 	Uttar Pradesh	201301
289	Spark Solar			Mr. Swapnil	9370171647	swapnil@sparksolar.co.in		#N/A		
290	Suntastic Solar Systems Private Limited	Neelankavil	Tamil Nadu	L. Prince Anand	89398 38059	operations@suntasticsolarsystems.com; projects@suntasticsolarsystems.com;	33AAXCS4958B1ZZ	Suntastic Solar Systems Private Limited,  27A / 69, First Pilliayar Koil Street, Lakshmipuram, Chrompet,	Chennai, Tamil Nadu.	 600 044
291	Suntec Renewable Systems	Coimbatore	Tamil Nadu	Mr.N.Balraj	9003019133	sun.vbss@gmail.com	33AEDFS3056D1ZE	Suntec Renewable Systems, No 2/26, KR Building, Sathy Main Road, , Kovilpalayam, 	Coimbatore 	641 107
292	SUNTECH SYSTEMS	SARAIDHELA, DHANBAD	JHARKHAND	Mr Yash	9771045001	ssystems952@gmail.com	20HAHPS5304D1Z2	SUNTECH SYSTEMS, HENA SINGH, P O KG ASHRAM, KOLAKUSMA, SARIDHALA, KOLAKUSMA SARIDHALA,Dhanbad,	 Jharkhand	828109
293	Sunville Renewable Energy Pvt Ltd	Kolkata	West Bengal	Mr Sagar Sharma	Tel: +91 33 24668404/+91 9674735960 / 62	info@greenpowersys.com	19ABACS8103Q1ZU	Sunville Renewable Energy Pvt Ltd ,  ‘SAGAR’/C1,_x000D_ 47B Sadananda Road_x000D_, 	Kolkata, West Bengal. INDIA	700 026
294	SunWorks Energy Pvt Ltd	Hyderabad	Telangana	Manideep Dara	9666204402 / 8328083320	e:purchase@sunworks.in  : manideep@sunworks.in	36AAVCS9974M1ZY	SunWorks Energy Pvt Ltd, Road no 11, Jubilee Hills,	Hyderabad, Telangana	500033
295	Surya Energy Solutions	Ernakulam	Kerala	Mr Dayapradeep	7012096782, 8281349684	seskochi.19@gmail.com	32BCLPJ4620H1ZV	Surya Energy Solutions, 21/51, parson building, NH bypass Vyttila,	Ernakulam, Kerala	682 019
296	Suryaamshu Renewable energy solutions,	Ponda	Goa	Mayuresh	94229 70884	Mayuresh.upadhye@suryaamshu.co.in	30AEDFS4445Q1ZQ	Suryaamshu Renewable energy solutions, ,  Bldg -A, office no.- A 130, Heritage Princess,, Opp Almeida High school,	Ponda, Goa,	403401
297	Suryavizhudhugal Energy Solutions Pvt Ltd	Nagercoil	Tamil Nadu	Mr Selvan	9952479393	selvan81991@gmail.com	34ABBCS9601E1ZL	Suryavizhudhugal Energy Solutions Pvt , Annai Indira Gandhi Street No. 6, Tagore Nagar, Lawspet,	 Pondicherry 	605 008
298	SWELECT ENERGY SYSTEMS LIMITED U3S	Salem	Tamil Nadu	SABRINA FRANCIS | Manager-SLM	9940210528  ,   044 24679769	sabrina.francis@swelectes.com	33AAACN2366F2ZS	SWELECT ENERGY SYSTEMS LIMITED U3S, Unit 3 - Salem, No.58/3 Nachiyur Salem Main Road, Idappadi , 	Salem District, Tamil Nadu	637105
299	Tanto Beach Resort	Auroville	Pondicherry	NA	NA	NA	34AAATA0037BEZC	Tanto Beach Resort, Swimming Pool 1, Kalapet,	Puducherry, India.	605014
300	"TCM Limited			"	Kannur	Kerala	Ranjit	6235044405, 6235044406	info@tcmsolar.com	32AAACT6206A1Z4	"TCM Limited (Formerty Travancore Chemical & Mfg.Co.Ltd), House No. 28/2917 ""Aiswarya"", Ponneth Temple Road, Shanthi Nagar, Kadavanthra,"	Cochin, Kerala.	 682 020
301	Teamsustain Limited	Kakkanad	Kerala	Mr Biju – 9567870191	9567870191	purchase@teamsustain.in	32AACCT5908P1Z0	Teamsustain Limited ,  Team House'  Plot No: 71, MRA., Kakkanad, 	Kerala, India 	682 030
302	TECH SOLAR AND SYSTEMS	Nagpur	Maharashtra	 Pallavi - 8806992908	8806992908	sushil@techsolarsystems.com	27AAKFT5671L1ZH	TECH SOLAR AND SYSTEMS ,  C-8, Ashtavinayak Paradise Society,, Koradi Road, 	Nagpur, Maharashtra	440030
303	Sunday Energy Solutions 	EDAPALLY	Kerala	Jayaram	8281689962	sundayenergysolutions@gmail.com		#N/A		
304	Technotium Tech	Nagpur	Maharashtra	Mr Saurabh	8275398277, 7769985558	"	info@technotium.in,technotiumtech@gmail.com"	27AAMFT3787D1ZR	Sanjivani, 2nd Floor, Opp, Navpratibha Night School, Reshimbag Square, Siraspeth, Umred Road, Mr Saurabh, 8275398277, 7769985558	Nagpur, Maharashtra	440024
305	Techser 	Bangalore 	karnataka	Mr. Prasana joshi	9448990424 / 8903122696	psjoshi@techser.com		#N/A		
306	Tecsa Solar Systems	Ludhiana	Punjab	NA	9821465584	tecsasolar@gmail.com	03AGQPJ2851E1ZL	Madhok Complex, Opp, Silver Arc Mall, Near Arti Chowk, Ferozepur Road, Ludhiana, 	Punjab	141001
307	TerraServe International	Bangalore 	karnataka	Mr. Suryatej M Vadulas	9008022440	suryatej@terraserveasia.com	 29AAJFT4611M1ZQ	No.37, Ground Floor, 3rd Main, 1st Block, 3rd Phase, Banashankari, 3rd Stage, 	Bangalore	560085
308	Think Solar Energy Solutions	Ernakulam	Kerala	Mr Nikhil Joy	88480 80704	thinksolarkerala@gmail,com	32AAQFT7188J1ZG	Think Solar Energy Solutions, XI/166, Muravanthuruth, Vadakkekara PO, N, Paravur, 	Ernakulam, Kerala	683522
309	Tulip Chemicals Pvt.Ltd	Bhavnagar	Gujarat	Hitesh Kapashi	9377104749	tulipchem@bsnl.in	24AAACT7833P1ZV	S.No.531/3, Village : Sagawadi, Taluk : Sihor, 	Dist: Bhavnagar, Gujarat	364001
310	UNIFAB TEXCOT INDIA P LTD	Tamil Nadu	Tamil Nadu	NA	9384441279, 8098515777		33AAACU7558A1ZK	UNIFAB TEXCOT INDIA P LTD, S.f.no: 239  Vettaikaran Kaadu,Kumar Nagar, Kaniyur Village,	Karumathampatti, Tamilnadu, India.	641659
311	Unity Solutions	Vikhroli West Mumbai	Maharashtra	Mr Yogeshwar, Rakesh	8108149986	rakesh@unitysolution.net	27AIGPA9891B1Z9	Lok Gaurav A2 CHS Ltd, LBS marg Gandhinagar, Vikhroli,	West Mumbai	400083
312	UNNATI TECHNOFAB	Pune	Maharashtra	Sager Kulkarni  99235 88413	99235 88413	info@unnatitechnofab.com	27DZWPS9578H1ZY	UNNATI TECHNOFAB, S. No. 69, Next to Manjri Stud Farm,Pune - Solapur Highway, Tq. Haveli, Dist., 	Pune, Maharashtra, India.	412307
313	Usap Solarfuel LLP	Nagpur	Maharashtra	Mr. Anil Bhure : 9673579095	9673579095	solarfueljv@gmail.com	27AAFFU8724Q1ZB	Usap Solarfuel LLP ,  H NO -515, SHOP NO- 1, RADKE LAYOUT,, HINGNA ROAD, BALAJI BUS-STAND,	 Nagpur, Maharashtra, 	440016
314	VEGA LIGHTS TECHNO SERVICES	Mumbai	Maharashtra	Swapnali, 7767000 - 680 & 667	7767000 - 680 & 667	vegalights@gmail.com	27ABQPL6461M1ZW	SHOP NO 3, SHIVSAGAR SOCIETY,, CHENDHARE, ALIBAUG,, Raigad, Swapnali, 7767000 - 680 & 667	Maharashtra	402201
315	Vesat Renewables Private Limited	Coimbatore	Tamil Nadu	Vishak	95783 48884	projects@vesatsolar.com	33AAHCV0157B1ZT	Mr. Venkatesh,  , Vesat Solar Products ,  , No # 21/1, East Tv samy,  , R.S. Puram,.	Coimbatore	641002
316	VilvaTech - Experts in Automation	Swamimalai 	Tamil Nadu	Arun Baskaran	73393 33614		33KDBPS6551L1Z0	VilvaTech - Experts in Automation ,  No.63, AA complex, Rahman Nagar,, Thanjavur	 Tamil Nadu	613004
317	Vimco Solar	Jhalnagar	Punjab	Raghav	9041414599	"	internationalvimco@gmail.com"	03BCCPV9525N1Z2	Vimco Solar ,  8 - A Bhagat Singh Nagar, Model House, 	Jalhandar, Punjab	144001
318	Viridis Engineering India Private Ltd	Coimbatore	Tamil Nadu	Mr. Raveendiran, Nandhini M 	8220162493; 9677632453	raveendiran@viridisenergy.in	33AAECV7528D1ZF	Viridis Engineering India Private Ltd ,  No. 6, GK Sundaram St, KK Pudur,, Saibabacolony, 	Coimbatore, Tamil Nadu	641038
319	Visalam Technology Services	R A Puram ,  Chennai	Tamil Nadu	Mr.M.Ulagappan	6374712353	ulagappan@visalamtech.com	33AAQFV0949K1ZN	"""Vridhi"" Flat No.D2, New No.45, 1st Main Road, R A Puram ,  "	Chennai	600028
320	Viva Technologies	Coimbatore	Tamil Nadu	Thangaraj	9364444424	vivatech2006@gmail.com	33ADFPT5964Q1ZO	Viva Technologies ,  No.53, Dr. N.G.P Nagar, Kalapatty (PO),	Coimbatore	641035
321	VRM Energy Consultancy Services Pvt Ltd	Chennai 	Tamil Nadu	Mr. Muthukumar Rathinam & Anandhi Murugan	Ph: 9902552525 | +91 - 9597778479	 muthukumar@vrmenergy.com	33AAECV2183N1Z1	Mr. Muthukumar , VRM Energy Consultancy Services Pvt Ltd , No.1, Rathinammal Street , Rangarajapuram Main Road , 	Kodambakkam, Chennai	600024
322	Waaree Energy Pvt Ltd (Gujarat)	Tirupati 	Andra Pradesh	 Mr. Deepak - 	7982046115		24AAACA4043J2Z1	Waaree Energy Pvt Ltd (Gujarat), No. A/234 Groumd Floor, Behind Surat, Ahmedabad Transport, Road No. 2.G.I.D.C, 	Sachin, Gujarat	394 230
323	Suryatanaya Energy			Mr. Sidharth	8893609114			#N/A		
324	WAV Energy Solutions	Chennai 	Tamil Nadu	Ram Subramaniam - Managing Partner	75400 51510	info@wavenergy.in	33AACFW7524R1ZL	WAV Energy Solutions ,  477L, Rajaji Street, Chakra Nagar, Paramathi Velur,	 Namakkal, Tamilnadu,	638182
325	Winman Software  India LLP	Mangalore	karnataka	Tejas- 6360 323 616		info@winmansoftware.com	29AACFW2560P1ZK	Winman Software  India LLP ,  NH-66, Kottara Chowki, 	MANGALORE, KARNATAKA	575013
326	WRS Energy Solutions LLP	Maharashtra	Maharashtra	Mr. Prashant - 82081 66080, 9860600912	 82081 66080, 9860600912	prashant@wersolar.in   ; accounts@wersolar.in	27AACFW6581E1ZY	WRS Energy Solutions LLP, Rathi Chambers, Khadkali Signal, GPO Road,	Nashik, Maharastra	422001
327	Zodiac Energy Ltd.	Rajkot	Gujarat	Rameshbhai -  Hemendrabhai - 	6355373141; 9099917915,	purchase@zodiacenergy.com	24AAACZ1284C1ZN	Opp. Vizag Steel Godown, Sarkhej-Dholka Road,, Nr.Bharti Asharam, Fatehwadi, Sarkhej, Anish Shah :  8160052646.	 Ahmedabad, Gujarat	382210
328	Ztric India Pvt Ltd	Mumbai	Maharashtra	Priyanka - 9011130322	9011130322	accounts@ztric.com, purchase@ztric.com	27AAACZ9226A1ZF	Ztric India Pvt Ltd ,  501, Crystal Row House, Sahyadri Farms,Behing Kapil Complex, Baner Road,	 Pune 	411045
329	Tathastu Renewable Energy Developer & Services	Nazhik	Maharashtra	Gaurav Chavan	99237 64194	tathastu.energysales@gmail.com /  tathastu.energypurchase@gmail.com	27AQCPC5649R1ZA	"Tathastu Renewable Energy Developer & Services ,  ""Sahajanand Apparment""  B Wing, Ground  Floor, Flat  No : 2 , Near Kids  Zee School ,, Mahalaxami Nagar, "	Aadgaon – Nashik	422003
330	U-Solar Clean Energy Solutions Pvt. Ltd.	Bangalore 	karnataka	Rajeev Choudhary	93121 68406	rajeev.choudhary@usolar.in	29AABCU2177L1ZW	U-Solar Clean Energy Solutions Pvt. Ltd. ,  S 208, 2nd Floor, The Excellency, No 8 Papanna Street, St. Mark's Road, 	Bangalore, Karnataka	560 001
331	Solar Master	Ernakulam	Kerala	Mr Sreekanth - 	9526451575, 812996688	gosolarmaster@gmail.com	32EFCPS1483A1ZT	Solar Master ,  70/E, 1, Poothrikka, Arikaranadu South,	 Ernakulam, Kerala,	682308
332	Olo Infra	Mumbai	Maharashtra	Nitin Deshmukh	90828 26775	oloinfra@gmail.com		#N/A		
333	Phoenix Electric Corporation	Aurangabad	Maharashtra	Sachin Narsikar-Phatak	93252 12237	phoenix.electric.corporation@gmail.com		#N/A		
334	Sigma Traders	Ludhiana	Punjab	Kawalraj Singh	78377 60013	sigmatraders0013@gmail.com		#N/A		
